Concepto/Cod.Op.	Fecha	Comprobante	Sucursal	Importe	Descripción		Cod.Op.Bco.	CUIT	Denominación	BANCO	ES GASTO MENSUAL	Cod. Op.	FECHA RESUMEN	OBSERVACION	CUENTA
IMP.DTO.BC	2024-10-07	4985687	270	-10002	Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45572	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-07	4985698	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45572	IIBB TUC - 924	
IMP.DTO.BC	2024-10-07	4985725	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45572	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-07	4984922	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45572	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-07	4984923	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45572	IMP CREDITO	425115/00
RRSIRCREB	2024-10-07	4985698	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45572	SIRCREB	
ING.BR.TUC	2024-10-07	4984924	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45572	IIBB TUC - 924	
COM.INTERD	2024-10-07	4985687	270	-5001	Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45572	COMISIONES	425102/21
ING.BR.TUC	2024-10-07	3971950	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45572	IIBB TUC - 924	
COM.INTERD	2024-10-07	4985725	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45572	COMISIONES	425102/21
IMP.DTO.BC	2024-10-07	4985698	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45572	IMP CREDITO	425115/00
COM.INTERD	2024-10-07	4984922	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45572	COMISIONES	425102/21
RRSIRCREB	2024-10-07	4984924	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45572	SIRCREB	
COM.INTERD	2024-10-07	4984923	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45572	COMISIONES	425102/21
RRSIRCREB	2024-10-07	3971950	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45572	SIRCREB	
IMP.DTO.BC	2024-10-07	4984924	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45572	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-07	3971950	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45572	IMP CREDITO	425115/00
COM.INTERD	2024-10-07	4985698	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45572	COMISIONES	425102/21
COM.INTERD	2024-10-07	4984924	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45572	COMISIONES	425102/21
COMISIONES	2024-10-07	7648069	270	-1200	Comis. p/ transf IBK		6211	17	18	BSE	SI	673	45572	COMISIONES	425102/21
IVA Alicuota General	2024-10-07	4985687	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45572	IVA	
IVA Alicuota General	2024-10-07	4985725	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45572	IVA	
IVA Alicuota General	2024-10-07	4984922	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45572	IVA	
IVA Alicuota General	2024-10-07	4984923	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45572	IVA	
IVA Alicuota General	2024-10-07	4985698	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45572	IVA	
IVA Alicuota General	2024-10-07	4984924	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45572	IVA	
IVA Alicuota General	2024-10-07	7648069	270	-252	I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45572	IVA	
IMP.DTO.BC	2024-10-07	4985687	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45572	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-07	4985725	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45572	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-07	4984922	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45572	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-07	4984923	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45572	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-07	4985698	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45572	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-07	4984924	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45572	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-07	7648069	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45572	IMP DEBITO	425107/00
IDEP.EF	2024-10-08	4987583	270	600500	Deposito Intersucursal		17300	17	18	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
TR. DE CTA	2024-10-08	7808243	270	-6000000	Deb p/Transf. Interbankin		750	17	18	BSE	NO	R/REC. IIBB TUCUMAN		CANJE	
ING.BR.TUC	2024-10-08	4987583	270	-8407	Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45573	IIBB TUC - 924	
RRSIRCREB	2024-10-08	4987583	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45573	SIRCREB	
IMP.DTO.BC	2024-10-08	4987583	270	-3603	Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45573	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-08	3973766	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45573	IIBB TUC - 924	
COM.INTERD	2024-10-08	4987583	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45573	COMISIONES	425102/21
RRSIRCREB	2024-10-08	3973766	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45573	SIRCREB	
COMISIONES	2024-10-08	7808243	270	-1200	Comis. p/ transf IBK		6211	17	18	BSE	SI	673	45573	COMISIONES	425102/21
IMP.DTO.BC	2024-10-08	3973766	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45573	IMP CREDITO	425115/00
IVA Alicuota General	2024-10-08	4987583	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45573	IVA	
IVA Alicuota General	2024-10-08	7808243	270	-252	I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45573	IVA	
IMP.DTO.BC	2024-10-08	4987583	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45573	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-08	7808243	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45573	IMP DEBITO	425107/00
IDEP.EF	2024-10-09	4989109	270	968890	Deposito Intersucursal		17300	17	18	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-09	4988088	270	1063100	Deposito Intersucursal		17300	17	18	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-09	4988087	270	1265950	Deposito Intersucursal		17300	17	18	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
ING.BR.TUC	2024-10-09	4988087	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45574	IIBB TUC - 924	
ING.BR.TUC	2024-10-09	4988088	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45574	IIBB TUC - 924	
ING.BR.TUC	2024-10-09	4989109	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45574	IIBB TUC - 924	
RRSIRCREB	2024-10-09	4988087	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45574	SIRCREB	
RRSIRCREB	2024-10-09	4988088	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45574	SIRCREB	
RRSIRCREB	2024-10-09	4989109	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45574	SIRCREB	
IMP.DTO.BC	2024-10-09	4988087	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45574	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-09	4988088	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45574	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-09	4989109	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45574	IMP CREDITO	425115/00
COM.INTERD	2024-10-09	4988087	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45574	COMISIONES	425102/21
COM.INTERD	2024-10-09	4988088	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45574	COMISIONES	425102/21
COM.INTERD	2024-10-09	4989109	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45574	COMISIONES	425102/21
IVA Alicuota General	2024-10-09	4988087	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45574	IVA	
IVA Alicuota General	2024-10-09	4988088	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45574	IVA	
IVA Alicuota General	2024-10-09	4989109	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45574	IVA	
IMP.DTO.BC	2024-10-09	4988087	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45574	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-09	4988088	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45574	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-09	4989109	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45574	IMP DEBITO	425107/00
IDEP.EF	2024-10-10	4990905	270	1308450	Deposito Intersucursal		17300	17	18	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-10	4989778	270	1444550	Deposito Intersucursal		17300	17	18	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
TR. DE CTA	2024-10-10	8271820	270	-4800000	Deb p/Transf. Interbankin		750	17	18	BSE	NO	R/REC. IIBB TUCUMAN		CANJE	
ING.BR.TUC	2024-10-10	4989778	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45575	IIBB TUC - 924	
ING.BR.TUC	2024-10-10	4990905	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45575	IIBB TUC - 924	
RRSIRCREB	2024-10-10	4989778	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45575	SIRCREB	
RRSIRCREB	2024-10-10	4990905	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45575	SIRCREB	
IMP.DTO.BC	2024-10-10	4989778	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45575	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-10	4990905	270		Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45575	IMP CREDITO	425115/00
COM.INTERD	2024-10-10	4989778	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45575	COMISIONES	425102/21
COM.INTERD	2024-10-10	4990905	270		Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45575	COMISIONES	425102/21
COMISIONES	2024-10-10	8271820	270	-1200	Comis. p/ transf IBK		6211	17	18	BSE	SI	673	45575	COMISIONES	425102/21
IVA Alicuota General	2024-10-10	4989778	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45575	IVA	
IVA Alicuota General	2024-10-10	4990905	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45575	IVA	
IVA Alicuota General	2024-10-10	8271820	270	-252	I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45575	IVA	
IMP.DTO.BC	2024-10-10	4989778	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45575	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-10	4990905	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45575	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-10	8271820	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45575	IMP DEBITO	425107/00
IDEP.EF	2024-10-14	4992612	270	11700	Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-14	4991857	270	720000	Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-14	4992643	270	843600	Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-14	4992676	270	1077620	Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-14	4992666	270	1423650	Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-14	4991856	270		Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-14	4992602	270	2333600	Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-14	4991855	270	2898100	Deposito Intersucursal		17300	30686644207	CC - MERCURIO BEE	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
TR. DE CTA	2024-10-14	8548463	270	-2700000	Deb p/Transf. Interbankin		750	30686644207	CC - MERCURIO BEE	BSE	NO	R/REC. IIBB TUCUMAN		CANJE	
ING.BR.TUC	2024-10-14	4991855	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	4992602	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	4991856	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
RRSIRCREB	2024-10-14	4991855	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
RRSIRCREB	2024-10-14	4992602	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
ING.BR.TUC	2024-10-14	4992666	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
RRSIRCREB	2024-10-14	4991856	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
IMP.DTO.BC	2024-10-14	4991855	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-14	4992676	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
IMP.DTO.BC	2024-10-14	4992602	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
RRSIRCREB	2024-10-14	4992666	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
IMP.DTO.BC	2024-10-14	4991856	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-14	4992643	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	4991857	270	-10080	Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
RRSIRCREB	2024-10-14	4992676	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
COM.INTERD	2024-10-14	4991855	270		Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
IMP.DTO.BC	2024-10-14	4992666	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
RRSIRCREB	2024-10-14	4992643	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
COM.INTERD	2024-10-14	4992602	270		Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
RRSIRCREB	2024-10-14	4991857	270	-6480	Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
IMP.DTO.BC	2024-10-14	4992676	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
COM.INTERD	2024-10-14	4991856	270		Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
IMP.DTO.BC	2024-10-14	4992643	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-14	4991857	270	-4320	Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
COM.INTERD	2024-10-14	4992666	270		Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
COM.INTERD	2024-10-14	4992676	270		Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
COM.INTERD	2024-10-14	4992643	270		Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
COM.INTERD	2024-10-14	4991857	270	-2160	Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
ING.BR.TUC	2024-10-14	3981161	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
IVA Alicuota General	2024-10-14	4991855	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
IVA Alicuota General	2024-10-14	4992602	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
RRSIRCREB	2024-10-14	3981161	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
IVA Alicuota General	2024-10-14	4991856	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
COMISIONES	2024-10-14	8548463	270	-1200	Comis. p/ transf IBK		6211	30686644207	CC - MERCURIO BEE	BSE	SI	673	45579	COMISIONES	425102/21
IMP.DTO.BC	2024-10-14	3981161	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
IVA Alicuota General	2024-10-14	4992666	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
ING.BR.TUC	2024-10-14	3979300	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
IVA Alicuota General	2024-10-14	4992676	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
IVA Alicuota General	2024-10-14	4992643	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
RRSIRCREB	2024-10-14	3979300	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
IVA Alicuota General	2024-10-14	4991857	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
IMP.DTO.BC	2024-10-14	3979300	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
IVA Alicuota General	2024-10-14	8548463	270	-252	I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
ING.BR.TUC	2024-10-14	4992612	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30686644207	CC - MERCURIO BEE	BSE	SI	Q54	45579	IIBB TUC - 924	
RRSIRCREB	2024-10-14	4992612	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30686644207	CC - MERCURIO BEE	BSE	SI	S69	45579	SIRCREB	
IMP.DTO.BC	2024-10-14	4992612	270		Impuesto a los Creditos		DEP.EFVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP CREDITO	425115/00
IMP.DTO.BC	2024-10-14	4991855	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	4992602	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	4991856	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
COM.INTERD	2024-10-14	4992612	270		Comis. p/Deposito Intersu		6017	30686644207	CC - MERCURIO BEE	BSE	SI	783	45579	COMISIONES	425102/21
IMP.DTO.BC	2024-10-14	4992666	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	4992676	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	4992643	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	4991857	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	8548463	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IVA Alicuota General	2024-10-14	4992612	270		I.V.A. Autom.tico		6204	30686644207	CC - MERCURIO BEE	BSE	SI	S02	45579	IVA	
IMP.DTO.BC	2024-10-14	4992612	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	30686644207	CC - MERCURIO BEE	BSE	SI	758	45579	IMP DEBITO	425107/00
IDEP.EF	2024-10-15	4994603	270	1033000	Deposito Intersucursal		17300	17	18	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
TR. DE CTA	2024-10-15	8681767	270	-11000000	Deb p/Transf. Interbankin		750	17	18	BSE	NO	R/REC. IIBB TUCUMAN		CANJE	
ING.BR.TUC	2024-10-15	4994603	270	-14462	Ingresos Brutos Tuc		DT.301/03-TUCUMAN	17	18	BSE	SI	Q54	45580	IIBB TUC - 924	
RRSIRCREB	2024-10-15	4994603	270	-9297	Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	17	18	BSE	SI	S69	45580	SIRCREB	
IMP.DTO.BC	2024-10-15	4994603	270	-6198	Impuesto a los Creditos		DEP.EFVO	17	18	BSE	SI	758	45580	IMP CREDITO	425115/00
COM.INTERD	2024-10-15	4994603	270	-3099	Comis. p/Deposito Intersu		6017	17	18	BSE	SI	783	45580	COMISIONES	425102/21
COMISIONES	2024-10-15	8681767	270	-1200	Comis. p/ transf IBK		6211	17	18	BSE	SI	673	45580	COMISIONES	425102/21
IVA Alicuota General	2024-10-15	4994603	270		I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45580	IVA	
IVA Alicuota General	2024-10-15	8681767	270	-252	I.V.A. Autom.tico		6204	17	18	BSE	SI	S02	45580	IVA	
IMP.DTO.BC	2024-10-15	4994603	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45580	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-15	8681767	270		Impuesto a los D.bitos		DEPOSITO EFECTIVO	17	18	BSE	SI	758	45580	IMP DEBITO	425107/00
IDEP.EF	2024-10-16	4995453	270	1095000	Deposito Intersucursal		17300	30517424303	SCANIA ARGENTINA	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
IDEP.EF	2024-10-16	4995454	270	1661220	Deposito Intersucursal		17300	30517424303	SCANIA ARGENTINA	BSE	NO	Sircreb		DEPOSITOS DE SUCURSALES	
TR. DE CTA	2024-10-16	8892905	270	-1300000	Deb p/Transf. Interbankin		750	30517424303	SCANIA ARGENTINA	BSE	NO	R/REC. IIBB TUCUMAN		CANJE	
ING.BR.TUC	2024-10-16	4995454	270		Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30517424303	SCANIA ARGENTINA	BSE	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	4995453	270	-15330	Ingresos Brutos Tuc		DT.301/03-TUCUMAN	30517424303	SCANIA ARGENTINA	BSE	SI	Q54	45581	IIBB TUC - 924	
RRSIRCREB	2024-10-16	4995454	270		Percepci.n Ingresos Bruto		ANTONIO LUQUIN S.A.	30517424303	SCANIA ARGENTINA	BSE	SI	S69	45581	SIRCREB	
IMP.DTO.BC	2024-10-16	4995454	270		Impuesto a los Creditos		DEP.EFVO	30517424303	SCANIA ARGENTINA	BSE	SI	758	45581	IMP CREDITO	425115/00
