Concepto/Cod.Op.	Fecha	Comprobante	Sucursal	Importe	Descripción		Cod.Op.Bco.	CUIT	Denominación	BANCO	ES GASTO MENSUAL	Cod. Op.	FECHA RESUMEN	OBSERVACION	CUENTA
COMISIONES	2024-10-24	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45589	COMISIONES	425102/21
IVA	2024-10-24	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45589	IVA	
LEY25413CR	2024-10-24	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45589	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-24	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45589	IIBB TUC - 924	
ING.BR.TUC	2024-10-24	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45589	IIBB TUC - 924	
ING.BR.TUC	2024-10-24	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45589	IIBB TUC - 924	
IVA	2024-10-24	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45589	PERCEPCION DE IVA	
ING.BRUTOS	2024-10-24	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45589	SIRCREB	
ING.BRUTOS	2024-10-24	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45589	SIRCREB	
ING.BR.TUC	2024-10-24	46	177	-23646	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45589	IIBB TUC - 924	
ING.BRUTOS	2024-10-24	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45589	SIRCREB	
ING.BR.TUC	2024-10-24	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45589	IIBB TUC - 924	
LEY25413CR	2024-10-24	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45589	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-24	46	177	-15201	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45589	SIRCREB	
ING.BRUTOS	2024-10-24	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45589	SIRCREB	
LEY25413DB	2024-10-24	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45589	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-24	46	241	-1400	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45589	IIBB TUC - 924	
ING.BRUTOS	2024-10-24	46	241	-900	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45589	SIRCREB	
ING.BR.TUC	2024-10-24	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45589	IIBB TUC - 924	
LEY25413DB	2024-10-24	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45589	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-24	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45589	SIRCREB	
LEY25413DB	2024-10-24	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45589	IMP DEBITO	425107/00
LEY25413DB	2024-10-24	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45589	IMP DEBITO	425107/00
RECAUDACIO	2024-10-23	243464948	CO.TRF.ELE	10000	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-25	254545664	I.V.A.	1308600	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-25	255214030	177	1372130	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-23	243464891	CO.TRF.ELE	1712390	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-25	254553932	I.V.A.	1508400	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-23	243465380	CO.TRF.ELE	1886500	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-25	254544088	I.V.A.	2528890	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-23	243465861	CO.TRF.ELE	2669680	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-23	243465844	CO.TRF.ELE	2959500	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-25	256210511	241	4486500	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-25	5251657	9999	-21000000	ANTONIO LUQUIN S.A.C.I.F.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-25	46	9999	-218931	COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45590	COMISIONES	425102/21
LEY25413CR	2024-10-25	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45590	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-25	46	241	-62811	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
IVA	2024-10-25	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45590	IVA	
ING.BR.TUC	2024-10-25	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BRUTOS	2024-10-25	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BR.TUC	2024-10-25	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BR.TUC	2024-10-25	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BRUTOS	2024-10-25	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BRUTOS	2024-10-25	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BR.TUC	2024-10-25	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BRUTOS	2024-10-25	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BR.TUC	2024-10-25	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BR.TUC	2024-10-25	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BR.TUC	2024-10-25	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BR.TUC	2024-10-25	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
ING.BRUTOS	2024-10-25	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BRUTOS	2024-10-25	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BRUTOS	2024-10-25	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BRUTOS	2024-10-25	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BRUTOS	2024-10-25	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
ING.BR.TUC	2024-10-25	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45590	IIBB TUC - 924	
IVA	2024-10-25	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45590	PERCEPCION DE IVA	
ING.BRUTOS	2024-10-25	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45590	SIRCREB	
LEY25413CR	2024-10-25	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45590	IMP CREDITO	425115/00
LEY25413DB	2024-10-25	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45590	IMP DEBITO	425107/00
LEY25413DB	2024-10-25	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45590	IMP DEBITO	425107/00
LEY25413DB	2024-10-25	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45590	IMP DEBITO	425107/00
LEY25413DB	2024-10-25	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45590	IMP DEBITO	425107/00
RECAUDACIO	2024-10-25	243552232	CO.TRF.ELE	1476150	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	285789171	R86	1214960	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-25	243544433	CO.TRF.ELE	1634630	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-25	243544179	CO.TRF.ELE	2637700	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-25	243544167	CO.TRF.ELE	3066540	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	284415664	I.V.A.	1564000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-28	243597456	CO.TRF.ELE	1097700	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	284621839	167	1968700	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-28	243604888	CO.TRF.ELE	1290750	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	284899740	177	2308200	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-28	243604910	CO.TRF.ELE	1335040	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	284413844	I.V.A.	2842630	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	285023821	241	3115160	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-28	243597472	CO.TRF.ELE	1341000	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	285779008	R86	3571350	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-28	284674680	167	6038360	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-28	5358833	9999	-52000000	ANTONIO LUQUIN S.A.C.I.F.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-28	46	9999	-280113	COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45593	COMISIONES	425102/21
LEY25413CR	2024-10-28	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45593	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-28	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
IVA	2024-10-28	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45593	IVA	
ING.BRUTOS	2024-10-28	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BR.TUC	2024-10-28	46	R86		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BRUTOS	2024-10-28	46	R86		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BR.TUC	2024-10-28	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BRUTOS	2024-10-28	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BR.TUC	2024-10-28	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BRUTOS	2024-10-28	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BR.TUC	2024-10-28	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	I.V.A.	-21896	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BRUTOS	2024-10-28	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BR.TUC	2024-10-28	46	CO.TRF.ELE	-18774	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BRUTOS	2024-10-28	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BR.TUC	2024-10-28	46	R86		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BR.TUC	2024-10-28	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45593	IIBB TUC - 924	
ING.BRUTOS	2024-10-28	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	I.V.A.	-14076	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
LEY25413CR	2024-10-28	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45593	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-28	46	CO.TRF.ELE	-12069	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	R86		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
ING.BRUTOS	2024-10-28	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45593	SIRCREB	
IVA	2024-10-28	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45593	PERCEPCION DE IVA	
LEY25413DB	2024-10-28	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45593	IMP DEBITO	425107/00
LEY25413DB	2024-10-28	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45593	IMP DEBITO	425107/00
LEY25413DB	2024-10-28	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45593	IMP DEBITO	425107/00
LEY25413DB	2024-10-28	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45593	IMP DEBITO	425107/00
DEP.EFVO	2024-10-29	296551896	241	541100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	294647487	177	895100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-28	243595437	CO.TRF.ELE	1689670	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296632059	241	1223200	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	294645199	177	1296650	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296610380	241	1331800	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-28	243595166	CO.TRF.ELE	2672020	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	294654416	177	1700700	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296587144	241	1750100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296455978	241	3108000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296371059	241	3388900	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296490159	241	3949650	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296419872	241	4970100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-29	296535797	241	5015900	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
COMISIONES	2024-10-29	46	9999	-565584	COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45594	COMISIONES	425102/21
LEY25413CR	2024-10-29	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45594	IMP CREDITO	425115/00
IVA	2024-10-29	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45594	IVA	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BR.TUC	2024-10-29	46	241	-43512	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	241	-27972	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
IVA	2024-10-29	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45594	PERCEPCION DE IVA	
ING.BR.TUC	2024-10-29	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BR.TUC	2024-10-29	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BRUTOS	2024-10-29	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
LEY25413CR	2024-10-29	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45594	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-29	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
ING.BR.TUC	2024-10-29	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
LEY25413DB	2024-10-29	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45594	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-29	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
LEY25413DB	2024-10-29	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45594	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-29	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45594	IIBB TUC - 924	
ING.BRUTOS	2024-10-29	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45594	SIRCREB	
LEY25413DB	2024-10-29	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45594	IMP DEBITO	425107/00
LEY25413DB	2024-10-29	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45594	IMP DEBITO	425107/00
RECAUDACIO	2024-10-28	243595153	CO.TRF.ELE	3438650	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-29	243646516	CO.TRF.ELE	1152600	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-30	304486461	177	1139620	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-30	304438268	I.V.A.	1158200	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-30	243692625	CO.TRF.ELE	1050020	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-30	304435619	I.V.A.	1729070	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-30	304439915	I.V.A.	1913900	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-30	304507584	167	2898250	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-30	243697186	CO.TRF.ELE	1199200	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-30	243692519	CO.TRF.ELE	3090500	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
COMISIONES	2024-10-30	46	9999	-729280	COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45595	COMISIONES	425102/21
IVA	2024-10-30	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45595	IVA	
LEY25413CR	2024-10-30	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45595	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-30	46	CO.TRF.ELE	-47418	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BR.TUC	2024-10-30	46	CO.TRF.ELE	-43267	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BR.TUC	2024-10-30	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
